id,name,types,abilities,moves,stats,game_indices,generation
801,magearna,"['steel', 'fairy']",['soul-heart'],"['body-slam', 'take-down', 'sonic-boom', 'ice-beam', 'psybeam', 'aurora-beam', 'hyper-beam', 'solar-beam', 'thunderbolt', 'thunder-wave', 'psychic', 'agility', 'double-team', 'confuse-ray', 'defense-curl', 'light-screen', 'reflect', 'self-destruct', 'swift', 'explosion', 'rest', 'tri-attack', 'substitute', 'mind-reader', 'snore', 'protect', 'spikes', 'zap-cannon', 'lock-on', 'endure', 'rollout', 'false-swipe', 'swagger', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'pain-split', 'baton-pass', 'encore', 'hidden-power', 'sunny-day', 'shadow-ball', 'facade', 'helping-hand', 'trick', 'brick-break', 'skill-swap', 'imprison', 'metal-sound', 'signal-beam', 'iron-defense', 'calm-mind', 'shock-wave', 'gravity', 'gyro-ball', 'embargo', 'trump-card', 'lucky-chant', 'power-swap', 'guard-swap', 'last-resort', 'heart-swap', 'magnet-rise', 'aura-sphere', 'focus-blast', 'energy-ball', 'giga-impact', 'zen-headbutt', 'mirror-shot', 'flash-cannon', 'trick-room', 'iron-head', 'grass-knot', 'charge-beam', 'psyshock', 'heavy-slam', 'synchronoise', 'electro-ball', 'after-you', 'round', 'echoed-voice', 'stored-power', 'shift-gear', 'volt-switch', 'electroweb', 'disarming-voice', 'draining-kiss', 'crafty-shield', 'misty-terrain', 'play-rough', 'confide', 'eerie-impulse', 'magnetic-flux', 'dazzling-gleam', 'gear-up', 'speed-swap', 'fleur-cannon', 'steel-beam', 'steel-roller', 'misty-explosion', 'tera-blast', 'ice-spinner', 'snowscape']","{'hp': 80, 'attack': 95, 'defense': 115, 'special-attack': 130, 'special-defense': 115, 'speed': 65}",[],generation-vii
802,marshadow,"['fighting', 'ghost']",['technician'],"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'jump-kick', 'rolling-kick', 'hyper-beam', 'low-kick', 'counter', 'toxic', 'agility', 'double-team', 'swift', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'reversal', 'protect', 'outrage', 'endure', 'false-swipe', 'swagger', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'psych-up', 'shadow-ball', 'will-o-wisp', 'facade', 'focus-punch', 'role-play', 'superpower', 'revenge', 'brick-break', 'knock-off', 'endeavor', 'snatch', 'blaze-kick', 'rock-tomb', 'shadow-punch', 'bulk-up', 'bounce', 'calm-mind', 'feint', 'close-combat', 'payback', 'assurance', 'fling', 'copycat', 'last-resort', 'sucker-punch', 'force-palm', 'aura-sphere', 'poison-jab', 'drain-punch', 'focus-blast', 'giga-impact', 'shadow-claw', 'shadow-sneak', 'zen-headbutt', 'iron-head', 'stone-edge', 'grass-knot', 'smack-down', 'low-sweep', 'foul-play', 'round', 'echoed-voice', 'hex', 'acrobatics', 'work-up', 'phantom-force', 'confide', 'laser-focus', 'throat-chop', 'spectral-thief', 'skitter-smack', 'poltergeist', 'coaching']","{'hp': 90, 'attack': 125, 'defense': 80, 'special-attack': 90, 'special-defense': 90, 'speed': 125}",[],generation-vii
803,poipole,['poison'],['beast-boost'],"['fury-attack', 'pin-missile', 'growl', 'acid', 'peck', 'toxic', 'rest', 'substitute', 'snore', 'protect', 'sludge-bomb', 'endure', 'charm', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'uproar', 'facade', 'helping-hand', 'snatch', 'signal-beam', 'covet', 'gastro-acid', 'toxic-spikes', 'poison-jab', 'dragon-pulse', 'nasty-plot', 'gunk-shot', 'venoshock', 'sludge-wave', 'round', 'echoed-voice', 'fell-stinger', 'confide', 'venom-drench']","{'hp': 67, 'attack': 73, 'defense': 67, 'special-attack': 73, 'special-defense': 67, 'speed': 73}",[],generation-vii
804,naganadel,"['poison', 'dragon']",['beast-boost'],"['fly', 'fury-attack', 'pin-missile', 'growl', 'acid', 'flamethrower', 'hyper-beam', 'peck', 'thunderbolt', 'toxic', 'double-team', 'fire-blast', 'swift', 'leech-life', 'sky-attack', 'rest', 'substitute', 'thief', 'snore', 'protect', 'sludge-bomb', 'spikes', 'outrage', 'endure', 'charm', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'uproar', 'heat-wave', 'facade', 'helping-hand', 'snatch', 'air-cutter', 'signal-beam', 'aerial-ace', 'dragon-claw', 'dragon-dance', 'shock-wave', 'tailwind', 'u-turn', 'assurance', 'gastro-acid', 'toxic-spikes', 'poison-jab', 'dark-pulse', 'air-slash', 'x-scissor', 'dragon-pulse', 'dragon-rush', 'giga-impact', 'nasty-plot', 'shadow-claw', 'draco-meteor', 'cross-poison', 'gunk-shot', 'venoshock', 'sludge-wave', 'round', 'echoed-voice', 'ally-switch', 'hex', 'sky-drop', 'acrobatics', 'dragon-tail', 'snarl', 'fell-stinger', 'confide', 'venom-drench', 'laser-focus', 'throat-chop', 'smart-strike', 'breaking-swipe', 'scale-shot', 'dual-wingbeat']","{'hp': 73, 'attack': 73, 'defense': 73, 'special-attack': 127, 'special-defense': 73, 'speed': 121}",[],generation-vii
805,stakataka,"['rock', 'steel']",['beast-boost'],"['bind', 'stomp', 'mega-kick', 'tackle', 'body-slam', 'take-down', 'double-edge', 'rock-throw', 'earthquake', 'toxic', 'harden', 'light-screen', 'reflect', 'bide', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'sandstorm', 'endure', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'facade', 'role-play', 'superpower', 'magic-coat', 'recycle', 'skill-swap', 'rock-tomb', 'iron-defense', 'block', 'rock-blast', 'gravity', 'gyro-ball', 'magnet-rise', 'rock-polish', 'giga-impact', 'zen-headbutt', 'flash-cannon', 'trick-room', 'iron-head', 'stone-edge', 'stealth-rock', 'wide-guard', 'wonder-room', 'autotomize', 'telekinesis', 'magic-room', 'smack-down', 'heavy-slam', 'round', 'ally-switch', 'bulldoze', 'heat-crash', 'infestation', 'high-horsepower', 'brutal-swing', 'stomping-tantrum', 'body-press', 'steel-beam', 'steel-roller', 'meteor-beam']","{'hp': 61, 'attack': 131, 'defense': 211, 'special-attack': 53, 'special-defense': 101, 'speed': 13}",[],generation-vii
806,blacephalon,"['fire', 'ghost']",['beast-boost'],"['fire-punch', 'ember', 'flamethrower', 'hyper-beam', 'solar-beam', 'fire-spin', 'toxic', 'psychic', 'hypnosis', 'night-shade', 'double-team', 'confuse-ray', 'light-screen', 'self-destruct', 'fire-blast', 'explosion', 'rest', 'substitute', 'thief', 'snore', 'spite', 'protect', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'pain-split', 'encore', 'hidden-power', 'sunny-day', 'shadow-ball', 'uproar', 'heat-wave', 'torment', 'will-o-wisp', 'facade', 'taunt', 'trick', 'magic-coat', 'recycle', 'knock-off', 'astonish', 'overheat', 'calm-mind', 'rock-blast', 'payback', 'fling', 'last-resort', 'dark-pulse', 'shadow-claw', 'zen-headbutt', 'psyshock', 'smack-down', 'flame-burst', 'flame-charge', 'foul-play', 'after-you', 'round', 'stored-power', 'incinerate', 'quash', 'confide', 'mystical-fire', 'mind-blown', 'expanding-force']","{'hp': 53, 'attack': 127, 'defense': 53, 'special-attack': 151, 'special-defense': 79, 'speed': 107}",[],generation-vii
807,zeraora,['electric'],['volt-absorb'],"['mega-punch', 'pay-day', 'fire-punch', 'thunder-punch', 'scratch', 'mega-kick', 'hyper-beam', 'low-kick', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'agility', 'quick-attack', 'double-team', 'swift', 'fury-swipes', 'rest', 'slash', 'substitute', 'snore', 'reversal', 'protect', 'scary-face', 'outrage', 'endure', 'false-swipe', 'spark', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'fake-out', 'facade', 'focus-punch', 'charge', 'taunt', 'helping-hand', 'superpower', 'revenge', 'brick-break', 'knock-off', 'endeavor', 'snatch', 'blaze-kick', 'aerial-ace', 'bulk-up', 'bounce', 'calm-mind', 'shock-wave', 'close-combat', 'assurance', 'fling', 'aura-sphere', 'drain-punch', 'focus-blast', 'giga-impact', 'discharge', 'grass-knot', 'hone-claws', 'electro-ball', 'low-sweep', 'round', 'echoed-voice', 'quick-guard', 'acrobatics', 'volt-switch', 'work-up', 'electroweb', 'wild-charge', 'dual-chop', 'snarl', 'play-rough', 'confide', 'electric-terrain', 'power-up-punch', 'laser-focus', 'throat-chop', 'brutal-swing', 'plasma-fists', 'rising-voltage', 'coaching']","{'hp': 88, 'attack': 112, 'defense': 75, 'special-attack': 102, 'special-defense': 80, 'speed': 143}",[],generation-vii
808,meltan,['steel'],['magnet-pull'],"['headbutt', 'tail-whip', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'toxic', 'harden', 'acid-armor', 'rest', 'substitute', 'snore', 'protect', 'endure', 'sleep-talk', 'facade', 'iron-defense', 'gyro-ball', 'flash-cannon', 'round', 'steel-beam']","{'hp': 46, 'attack': 65, 'defense': 65, 'special-attack': 55, 'special-defense': 35, 'speed': 34}",[],generation-vii
809,melmetal,['steel'],['iron-fist'],"['mega-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'tail-whip', 'ice-beam', 'hyper-beam', 'solar-beam', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'harden', 'self-destruct', 'acid-armor', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'endure', 'sleep-talk', 'dynamic-punch', 'facade', 'superpower', 'brick-break', 'rock-tomb', 'iron-defense', 'gyro-ball', 'giga-impact', 'flash-cannon', 'discharge', 'iron-head', 'heavy-slam', 'round', 'electric-terrain', 'darkest-lariat', 'high-horsepower', 'brutal-swing', 'double-iron-bash', 'body-press', 'steel-beam', 'steel-roller']","{'hp': 135, 'attack': 143, 'defense': 143, 'special-attack': 80, 'special-defense': 65, 'speed': 34}",[],generation-vii
810,grookey,['grass'],"['overgrow', 'grassy-surge']","['mega-punch', 'scratch', 'swords-dance', 'slam', 'mega-kick', 'body-slam', 'take-down', 'growl', 'low-kick', 'strength', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'screech', 'focus-energy', 'swift', 'rest', 'substitute', 'thief', 'snore', 'protect', 'giga-drain', 'endure', 'false-swipe', 'attract', 'sleep-talk', 'sunny-day', 'fake-out', 'uproar', 'facade', 'nature-power', 'taunt', 'knock-off', 'endeavor', 'bullet-seed', 'magical-leaf', 'hammer-arm', 'u-turn', 'assurance', 'fling', 'worry-seed', 'seed-bomb', 'drain-punch', 'energy-ball', 'leaf-storm', 'grass-knot', 'wood-hammer', 'round', 'acrobatics', 'grass-pledge', 'work-up', 'grassy-terrain', 'solar-blade', 'branch-poke', 'grassy-glide', 'tera-blast', 'trailblaze']","{'hp': 50, 'attack': 65, 'defense': 50, 'special-attack': 40, 'special-defense': 40, 'speed': 65}",[],generation-viii
811,thwackey,['grass'],"['overgrow', 'grassy-surge']","['mega-punch', 'scratch', 'swords-dance', 'slam', 'mega-kick', 'body-slam', 'take-down', 'double-edge', 'growl', 'low-kick', 'strength', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'screech', 'focus-energy', 'swift', 'rest', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'giga-drain', 'endure', 'false-swipe', 'attract', 'sleep-talk', 'sunny-day', 'fake-out', 'uproar', 'facade', 'taunt', 'knock-off', 'endeavor', 'bullet-seed', 'magical-leaf', 'hammer-arm', 'u-turn', 'assurance', 'fling', 'worry-seed', 'seed-bomb', 'drain-punch', 'energy-ball', 'leaf-storm', 'grass-knot', 'wood-hammer', 'double-hit', 'round', 'acrobatics', 'grass-pledge', 'work-up', 'grassy-terrain', 'solar-blade', 'branch-poke', 'grassy-glide', 'tera-blast', 'trailblaze']","{'hp': 70, 'attack': 85, 'defense': 70, 'special-attack': 55, 'special-defense': 60, 'speed': 80}",[],generation-viii
812,rillaboom,['grass'],"['overgrow', 'grassy-surge']","['mega-punch', 'scratch', 'swords-dance', 'slam', 'mega-kick', 'body-slam', 'take-down', 'double-edge', 'growl', 'hyper-beam', 'low-kick', 'strength', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'earthquake', 'screech', 'focus-energy', 'swift', 'rest', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'giga-drain', 'endure', 'false-swipe', 'attract', 'sleep-talk', 'sunny-day', 'fake-out', 'uproar', 'facade', 'focus-punch', 'taunt', 'superpower', 'brick-break', 'knock-off', 'endeavor', 'hyper-voice', 'bullet-seed', 'frenzy-plant', 'bulk-up', 'mud-shot', 'magical-leaf', 'hammer-arm', 'u-turn', 'assurance', 'fling', 'worry-seed', 'seed-bomb', 'drain-punch', 'focus-blast', 'energy-ball', 'earth-power', 'giga-impact', 'leaf-storm', 'grass-knot', 'wood-hammer', 'double-hit', 'low-sweep', 'round', 'acrobatics', 'grass-pledge', 'bulldoze', 'work-up', 'snarl', 'noble-roar', 'grassy-terrain', 'boomburst', 'darkest-lariat', 'high-horsepower', 'solar-blade', 'brutal-swing', 'stomping-tantrum', 'body-press', 'drum-beating', 'branch-poke', 'grassy-glide', 'tera-blast', 'trailblaze']","{'hp': 100, 'attack': 125, 'defense': 90, 'special-attack': 60, 'special-defense': 70, 'speed': 85}",[],generation-viii
813,scorbunny,['fire'],"['blaze', 'libero']","['double-kick', 'mega-kick', 'sand-attack', 'headbutt', 'tackle', 'take-down', 'double-edge', 'growl', 'ember', 'flamethrower', 'low-kick', 'counter', 'fire-spin', 'agility', 'quick-attack', 'focus-energy', 'fire-blast', 'swift', 'high-jump-kick', 'rest', 'super-fang', 'substitute', 'snore', 'reversal', 'protect', 'endure', 'attract', 'sleep-talk', 'baton-pass', 'sunny-day', 'heat-wave', 'facade', 'taunt', 'helping-hand', 'blaze-kick', 'overheat', 'bounce', 'mud-shot', 'u-turn', 'assurance', 'sucker-punch', 'flare-blitz', 'fire-fang', 'gunk-shot', 'electro-ball', 'flame-charge', 'low-sweep', 'round', 'ally-switch', 'acrobatics', 'fire-pledge', 'work-up', 'burning-jealousy', 'tera-blast', 'trailblaze', 'temper-flare']","{'hp': 50, 'attack': 71, 'defense': 40, 'special-attack': 40, 'special-defense': 40, 'speed': 69}",[],generation-viii
814,raboot,['fire'],"['blaze', 'libero']","['swords-dance', 'double-kick', 'mega-kick', 'sand-attack', 'headbutt', 'tackle', 'take-down', 'double-edge', 'growl', 'ember', 'flamethrower', 'low-kick', 'counter', 'fire-spin', 'agility', 'quick-attack', 'focus-energy', 'fire-blast', 'swift', 'high-jump-kick', 'rest', 'super-fang', 'substitute', 'snore', 'reversal', 'protect', 'endure', 'attract', 'sleep-talk', 'baton-pass', 'sunny-day', 'heat-wave', 'facade', 'taunt', 'helping-hand', 'blaze-kick', 'weather-ball', 'overheat', 'bulk-up', 'bounce', 'mud-shot', 'u-turn', 'assurance', 'sucker-punch', 'flare-blitz', 'fire-fang', 'gunk-shot', 'electro-ball', 'flame-charge', 'low-sweep', 'round', 'ally-switch', 'acrobatics', 'fire-pledge', 'work-up', 'burning-jealousy', 'tera-blast', 'trailblaze', 'temper-flare']","{'hp': 65, 'attack': 86, 'defense': 60, 'special-attack': 55, 'special-defense': 60, 'speed': 94}",[],generation-viii
815,cinderace,['fire'],"['blaze', 'libero']","['fire-punch', 'swords-dance', 'double-kick', 'mega-kick', 'sand-attack', 'headbutt', 'tackle', 'take-down', 'double-edge', 'growl', 'ember', 'flamethrower', 'hyper-beam', 'low-kick', 'counter', 'fire-spin', 'agility', 'quick-attack', 'focus-energy', 'fire-blast', 'swift', 'high-jump-kick', 'rest', 'super-fang', 'substitute', 'snore', 'reversal', 'protect', 'mud-slap', 'endure', 'attract', 'sleep-talk', 'baton-pass', 'sunny-day', 'shadow-ball', 'heat-wave', 'will-o-wisp', 'facade', 'taunt', 'helping-hand', 'revenge', 'blaze-kick', 'blast-burn', 'weather-ball', 'overheat', 'bulk-up', 'bounce', 'mud-shot', 'feint', 'u-turn', 'assurance', 'fling', 'sucker-punch', 'flare-blitz', 'focus-blast', 'giga-impact', 'fire-fang', 'zen-headbutt', 'gunk-shot', 'iron-head', 'smack-down', 'electro-ball', 'flame-charge', 'low-sweep', 'round', 'ally-switch', 'acrobatics', 'fire-pledge', 'work-up', 'snarl', 'court-change', 'pyro-ball', 'burning-jealousy', 'coaching', 'scorching-sands', 'tera-blast', 'trailblaze', 'temper-flare']","{'hp': 80, 'attack': 116, 'defense': 75, 'special-attack': 65, 'special-defense': 75, 'speed': 119}",[],generation-viii
816,sobble,['water'],"['torrent', 'sniper']","['pound', 'bind', 'take-down', 'growl', 'mist', 'water-gun', 'hydro-pump', 'surf', 'double-team', 'light-screen', 'haze', 'reflect', 'waterfall', 'swift', 'rest', 'substitute', 'snore', 'protect', 'endure', 'attract', 'sleep-talk', 'safeguard', 'baton-pass', 'rain-dance', 'whirlpool', 'facade', 'dive', 'weather-ball', 'muddy-water', 'bounce', 'mud-shot', 'water-pulse', 'u-turn', 'sucker-punch', 'aqua-ring', 'ice-shard', 'aqua-jet', 'soak', 'round', 'water-pledge', 'work-up', 'fell-stinger', 'liquidation', 'tearful-look', 'tera-blast', 'chilling-water']","{'hp': 50, 'attack': 40, 'defense': 40, 'special-attack': 70, 'special-defense': 40, 'speed': 70}",[],generation-viii
817,drizzile,['water'],"['torrent', 'sniper']","['pound', 'bind', 'take-down', 'growl', 'mist', 'water-gun', 'hydro-pump', 'surf', 'double-team', 'light-screen', 'haze', 'reflect', 'waterfall', 'swift', 'rest', 'substitute', 'snore', 'protect', 'endure', 'attract', 'sleep-talk', 'safeguard', 'baton-pass', 'rain-dance', 'whirlpool', 'facade', 'dive', 'weather-ball', 'muddy-water', 'bounce', 'mud-shot', 'water-pulse', 'u-turn', 'fling', 'sucker-punch', 'aqua-ring', 'ice-shard', 'aqua-jet', 'soak', 'round', 'water-pledge', 'work-up', 'fell-stinger', 'liquidation', 'tearful-look', 'tera-blast', 'chilling-water']","{'hp': 65, 'attack': 60, 'defense': 55, 'special-attack': 95, 'special-defense': 55, 'speed': 90}",[],generation-viii
818,inteleon,['water'],"['torrent', 'sniper']","['pound', 'swords-dance', 'bind', 'take-down', 'growl', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'agility', 'double-team', 'light-screen', 'haze', 'reflect', 'focus-energy', 'metronome', 'waterfall', 'swift', 'rest', 'substitute', 'snore', 'protect', 'icy-wind', 'endure', 'attract', 'sleep-talk', 'safeguard', 'baton-pass', 'rain-dance', 'psych-up', 'shadow-ball', 'whirlpool', 'facade', 'taunt', 'dive', 'hydro-cannon', 'weather-ball', 'air-cutter', 'muddy-water', 'icicle-spear', 'bounce', 'mud-shot', 'water-pulse', 'u-turn', 'fling', 'sucker-punch', 'aqua-ring', 'dark-pulse', 'air-slash', 'vacuum-wave', 'giga-impact', 'ice-shard', 'aqua-jet', 'smack-down', 'soak', 'round', 'scald', 'acrobatics', 'water-pledge', 'work-up', 'fell-stinger', 'liquidation', 'tearful-look', 'snipe-shot', 'breaking-swipe', 'scale-shot', 'skitter-smack', 'flip-turn', 'tera-blast', 'snowscape', 'chilling-water']","{'hp': 70, 'attack': 85, 'defense': 65, 'special-attack': 125, 'special-defense': 65, 'speed': 120}",[],generation-viii
819,skwovet,['normal'],"['cheek-pouch', 'gluttony']","['tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'bite', 'counter', 'dig', 'defense-curl', 'amnesia', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'belly-drum', 'mud-slap', 'endure', 'rollout', 'attract', 'sleep-talk', 'iron-tail', 'crunch', 'uproar', 'stockpile', 'spit-up', 'swallow', 'facade', 'endeavor', 'hyper-voice', 'bullet-seed', 'mud-shot', 'gyro-ball', 'payback', 'assurance', 'fling', 'last-resort', 'seed-bomb', 'round', 'tail-slap', 'belch', 'brutal-swing', 'stuff-cheeks', 'tera-blast', 'trailblaze']","{'hp': 70, 'attack': 55, 'defense': 55, 'special-attack': 35, 'special-defense': 35, 'speed': 25}",[],generation-viii
820,greedent,['normal'],"['cheek-pouch', 'gluttony']","['swords-dance', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'bite', 'hyper-beam', 'counter', 'earthquake', 'dig', 'amnesia', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mud-slap', 'endure', 'attract', 'sleep-talk', 'iron-tail', 'rain-dance', 'sunny-day', 'crunch', 'uproar', 'stockpile', 'spit-up', 'swallow', 'facade', 'superpower', 'knock-off', 'endeavor', 'hyper-voice', 'bullet-seed', 'mud-shot', 'covet', 'gyro-ball', 'payback', 'assurance', 'fling', 'seed-bomb', 'giga-impact', 'thunder-fang', 'ice-fang', 'fire-fang', 'round', 'bulldoze', 'wild-charge', 'tail-slap', 'belch', 'high-horsepower', 'brutal-swing', 'psychic-fangs', 'stomping-tantrum', 'stuff-cheeks', 'body-press', 'tera-blast']","{'hp': 120, 'attack': 95, 'defense': 95, 'special-attack': 55, 'special-defense': 75, 'speed': 20}",[],generation-viii
821,rookidee,['flying'],"['keen-eye', 'unnerve', 'big-pecks']","['fly', 'sand-attack', 'fury-attack', 'take-down', 'leer', 'peck', 'drill-peck', 'agility', 'focus-energy', 'swift', 'sky-attack', 'rest', 'substitute', 'thief', 'snore', 'reversal', 'spite', 'protect', 'scary-face', 'endure', 'swagger', 'attract', 'sleep-talk', 'rock-smash', 'facade', 'taunt', 'revenge', 'fake-tears', 'air-cutter', 'aerial-ace', 'roost', 'pluck', 'tailwind', 'u-turn', 'payback', 'assurance', 'air-slash', 'brave-bird', 'nasty-plot', 'defog', 'hone-claws', 'round', 'retaliate', 'work-up', 'power-trip', 'dual-wingbeat', 'tera-blast']","{'hp': 38, 'attack': 47, 'defense': 35, 'special-attack': 33, 'special-defense': 35, 'speed': 57}",[],generation-viii
822,corvisquire,['flying'],"['keen-eye', 'unnerve', 'big-pecks']","['fly', 'fury-attack', 'take-down', 'leer', 'peck', 'drill-peck', 'agility', 'focus-energy', 'swift', 'rest', 'substitute', 'thief', 'snore', 'reversal', 'spite', 'protect', 'scary-face', 'endure', 'swagger', 'attract', 'sleep-talk', 'sunny-day', 'facade', 'taunt', 'revenge', 'fake-tears', 'air-cutter', 'aerial-ace', 'pluck', 'tailwind', 'u-turn', 'payback', 'assurance', 'air-slash', 'brave-bird', 'nasty-plot', 'hone-claws', 'round', 'retaliate', 'work-up', 'hurricane', 'power-trip', 'dual-wingbeat', 'tera-blast']","{'hp': 68, 'attack': 67, 'defense': 55, 'special-attack': 43, 'special-defense': 55, 'speed': 77}",[],generation-viii
823,corviknight,"['flying', 'steel']","['pressure', 'unnerve', 'mirror-armor']","['fly', 'sand-attack', 'fury-attack', 'body-slam', 'take-down', 'double-edge', 'leer', 'hyper-beam', 'peck', 'drill-peck', 'agility', 'screech', 'light-screen', 'reflect', 'focus-energy', 'swift', 'sky-attack', 'rest', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'spite', 'protect', 'scary-face', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'metal-claw', 'rain-dance', 'sunny-day', 'rock-smash', 'facade', 'taunt', 'revenge', 'fake-tears', 'air-cutter', 'metal-sound', 'aerial-ace', 'iron-defense', 'bulk-up', 'roost', 'pluck', 'tailwind', 'u-turn', 'payback', 'assurance', 'air-slash', 'brave-bird', 'giga-impact', 'nasty-plot', 'flash-cannon', 'defog', 'iron-head', 'hone-claws', 'heavy-slam', 'round', 'retaliate', 'work-up', 'hurricane', 'power-trip', 'body-press', 'steel-beam', 'dual-wingbeat', 'tera-blast']","{'hp': 98, 'attack': 87, 'defense': 105, 'special-attack': 53, 'special-defense': 85, 'speed': 67}",[],generation-viii
824,blipbug,['bug'],"['swarm', 'compound-eyes', 'telepathy']","['supersonic', 'recover', 'struggle-bug', 'sticky-web', 'infestation']","{'hp': 25, 'attack': 20, 'defense': 20, 'special-attack': 25, 'special-defense': 45, 'speed': 45}",[],generation-viii
825,dottler,"['bug', 'psychic']","['swarm', 'compound-eyes', 'telepathy']","['solar-beam', 'confusion', 'psychic', 'light-screen', 'reflect', 'leech-life', 'rest', 'substitute', 'snore', 'protect', 'endure', 'attract', 'sleep-talk', 'safeguard', 'shadow-ball', 'future-sight', 'facade', 'helping-hand', 'trick', 'skill-swap', 'imprison', 'iron-defense', 'calm-mind', 'payback', 'power-swap', 'guard-swap', 'bug-buzz', 'energy-ball', 'zen-headbutt', 'trick-room', 'wonder-room', 'psyshock', 'magic-room', 'round', 'stored-power', 'ally-switch', 'struggle-bug', 'psychic-terrain', 'body-press', 'expanding-force']","{'hp': 50, 'attack': 35, 'defense': 80, 'special-attack': 50, 'special-defense': 90, 'speed': 30}",[],generation-viii
826,orbeetle,"['bug', 'psychic']","['swarm', 'frisk', 'telepathy']","['psybeam', 'hyper-beam', 'solar-beam', 'confusion', 'psychic', 'hypnosis', 'agility', 'confuse-ray', 'light-screen', 'reflect', 'leech-life', 'rest', 'substitute', 'snore', 'protect', 'giga-drain', 'endure', 'attract', 'sleep-talk', 'safeguard', 'baton-pass', 'mirror-coat', 'shadow-ball', 'future-sight', 'facade', 'helping-hand', 'trick', 'magic-coat', 'skill-swap', 'imprison', 'iron-defense', 'calm-mind', 'u-turn', 'payback', 'power-swap', 'guard-swap', 'bug-buzz', 'energy-ball', 'giga-impact', 'psycho-cut', 'zen-headbutt', 'trick-room', 'wonder-room', 'psyshock', 'magic-room', 'after-you', 'round', 'stored-power', 'ally-switch', 'struggle-bug', 'psychic-terrain', 'body-press', 'expanding-force']","{'hp': 60, 'attack': 45, 'defense': 110, 'special-attack': 80, 'special-defense': 120, 'speed': 90}",[],generation-viii
827,nickit,['dark'],"['run-away', 'unburden', 'stakeout']","['tail-whip', 'dig', 'agility', 'quick-attack', 'screech', 'swift', 'rest', 'substitute', 'thief', 'snore', 'protect', 'endure', 'attract', 'sleep-talk', 'baton-pass', 'beat-up', 'torment', 'facade', 'taunt', 'knock-off', 'fake-tears', 'howl', 'mud-shot', 'assurance', 'sucker-punch', 'night-slash', 'nasty-plot', 'hone-claws', 'foul-play', 'round', 'quick-guard', 'tail-slap', 'snarl', 'play-rough', 'lash-out']","{'hp': 40, 'attack': 28, 'defense': 28, 'special-attack': 47, 'special-defense': 52, 'speed': 50}",[],generation-viii
828,thievul,['dark'],"['run-away', 'unburden', 'stakeout']","['tail-whip', 'hyper-beam', 'dig', 'psychic', 'agility', 'quick-attack', 'screech', 'swift', 'rest', 'substitute', 'thief', 'snore', 'protect', 'endure', 'attract', 'sleep-talk', 'baton-pass', 'crunch', 'shadow-ball', 'beat-up', 'facade', 'taunt', 'fake-tears', 'mud-shot', 'u-turn', 'assurance', 'sucker-punch', 'dark-pulse', 'night-slash', 'giga-impact', 'nasty-plot', 'shadow-claw', 'thunder-fang', 'ice-fang', 'fire-fang', 'grass-knot', 'hone-claws', 'foul-play', 'round', 'acrobatics', 'tail-slap', 'snarl', 'parting-shot', 'play-rough', 'burning-jealousy', 'lash-out']","{'hp': 70, 'attack': 58, 'defense': 58, 'special-attack': 87, 'special-defense': 92, 'speed': 90}",[],generation-viii
